Réseaux en fibre optique jusqu'à l'abonné (FttH),,,
242504488,CC Altitude 800, 2 865    , 179    
242504496,CC du Plateau de Frasne et du Val de Drugeon (Cfd), 2 728    , 140    
242600252,CC du Val de Drôme, 14 981    , 850    
242600492,CC Dieulefit-Bourdeaux, 6 188    , 299    
242600534,CC du Diois, 9 563    , 459    
242700276,CC du Pays de Conches, 8 883    , 359    
242700607,CC du Pays du Neubourg, 8 187    , 510    
242700623,CC Eure-Madrie-Seine, 12 033    , 514    
242852465,CC du Bonnevalais, 6 526    , 312    
242900074,CC du Pays d'Iroise, 25 961    , 1 004    
242900314,Brest Métropole, 111 879    , 5 131    
242900553,CC du Pays des Abers, 19 992    , 868    
242900561,CC de Haute-Cornouaille, 9 414    , 379    
242900629,CC Cap Sizun - Pointe du Raz, 12 401    , 411    
242900645,CC Douarnenez Communauté, 12 404    , 527    
242900660,CC du Pays Fouesnantais, 19 305    , 748    
242900694,CA Quimperlé Communauté, 32 227    , 1 326    
242900702,CC du Pays Bigouden Sud, 28 929    , 1 076    
242900710,CC du Haut Pays Bigouden, 10 740    , 373    
242900744,CC Poher Communauté, 9 183    , 564    
242900751,CC du Pays de Landivisiau, 15 679    , 912    
242900769,CA Concarneau Cornouaille Agglomération, 31 346    , 1 404    
242900793,CC Communauté Lesneven Côte des Légendes, 15 167    , 703    
242900801,CC du Pays de Landerneau-Daoulas, 22 253    , 1 083    
242900835,CA Morlaix Communauté, 39 230    , 1 943    
243000270,CC du Pays Viganais, 8 040    , 300    
243000296,CC du Pays de Sommières, 11 356    , 564    
243000569,"CC Rhony, Vistre, Vidourle", 11 940    , 553    
243000585,CC Beaucaire Terre d'Argence, 14 162    , 783    
243000593,CC de Petite Camargue, 11 868    , 581    
243000643,CA de Nîmes Métropole, 127 573    , 7 579    
243000650,CC Terre de Camargue, 30 669    , 794    
243000684,CC du Pont du Gard, 12 682    , 620    
243100518,Toulouse Métropole, 405 426    , 23 419    
243100567,CC Lauragais Revel Sorezois, 11 267    , 630    
243100633,CA du Sicoval, 34 503    , 2 267    
243100732,CC des Coteaux du Girou, 8 548    , 443    
243100773,CC Val'Aïgo, 6 647    , 334    
243100781,CC de la Save au Touch, 15 971    , 629    
243100815,CC des Coteaux Bellevue, 7 682    , 416    
243200391,CC de la Lomagne Gersoise, 10 972    , 657    
243200409,CC du Bas Armagnac, 4 687    , 361    
243200417,CC de la Tenarèze, 9 141    , 608    
243200425,CC Coeur d'Astarac en Gascogne, 4 814    , 294    
243200458,CC du Grand Armagnac, 9 642    , 540    
243200508,CC Bastides et Vallons du Gers, 4 370    , 251    
243200599,CC du Saves, 5 026    , 297    
243200607,CC Artagnan de Fezensac, 4 347    , 211    
243300316,Bordeaux Métropole, 397 112    , 24 168    
243300563,CA Bassin d'Arcachon Sud-Pôle Atlantique (Cobas), 49 584    , 2 162    
243300811,CC de l'Estuaire - Canton de Saint-Ciers-sur-Gironde, 8 021    , 403    
243301165,CC Jalle-Eau-Bourde, 12 655    , 985    
243301181,CC Latitude Nord Gironde, 8 242    , 335    
243301215,CC du Créonnais, 7 105    , 415    
243301223,CC Grand Cubzaguais, 14 883    , 844    
243301249,CC du Secteur de Saint-Loubès, 11 064    , 879    
243301264,CC de Montesquieu, 17 152    , 1 101    
243301355,CC des Coteaux Bordelais, 7 716    , 413    
243301371,CC du Pays Foyen, 9 329    , 621    
243301389,CC Médullienne, 9 412    , 375    
243301397,CC du Fronsadais, 7 298    , 384    
243301405,CC du Val de l'Eyre, 8 357    , 385    
243301439,CC des Portes de l'Entre-deux-Mers, 8 876    , 548    
243301447,CC Médoc Estuaire, 11 376    , 538    
243301454,CC Castillon/Pujols, 10 043    , 730    
243301504,CA du Bassin Nord, 43 052    , 1 717    
243400017,Montpellier Méditerranée Métropole, 239 490    , 14 571    
243400355,CC du Clermontais, 14 175    , 723    
243400470,CA du Pays de l'Or, 45 784    , 1 888    
243400488,CC La Domitienne, 14 514    , 655    
243400520,CC du Pays de Lunel, 22 009    , 1 255    
243400694,CC Vallée de l'Hérault, 18 003    , 767    
243400736,CC des Cévennes Gangeoises et Suménoises, 8 317    , 330    
243400769,CA de Béziers-Méditerranée, 75 519    , 3 981    
243400819,CA Hérault-Méditerranée, 79 786    , 2 450    
243500139,Rennes Métropole, 218 772    , 12 857    
243500550,CC Montfort Communauté, 10 597    , 488    
243500618,CC de Brocéliande, 8 124    , 337    
243500634,CC Au Pays de la Roche aux Fées, 11 618    , 581    
243500659,CC Pays de Châteaugiron Communauté, 10 046    , 597    
243500667,CC du Val d'Ille-Aubigné, 14 488    , 802    
243500725,CC Côte d'Émeraude, 27 105    , 954    
243500733,CC Bretagne Romantique, 16 351    , 723    
243500741,CA Redon Agglomération, 34 624    , 1 567    
243500774,CC Liffré-Cormier Communauté, 10 251    , 461    
243500782,CA du Pays de Saint-Malo - Saint-Malo Agglomération, 53 702    , 2 816    
243600202,CC Chabris - Pays de Bazelle, 4 324    , 173    
243600236,CC du Pays d'Issoudun, 11 724    , 527    
243600293,CC de la Région de Levroux, 3 721    , 186    
243600301,CC Val de l'Indre - Brenne, 7 555    , 341    
243600319,CC Brenne - Val de Creuse, 11 785    , 514    
243600327,CA Châteauroux Métropole, 39 797    , 2 268    
243600343,CC Coeur de Brenne, 3 683    , 168    
243600350,CC de la Châtre et Sainte-Sévère, 11 372    , 515    
243700499,CC du Castelrenaudais, 7 870    , 345    
243700754,Tours Métropole Val de Loire, 157 091    , 8 410    
243700820,CC de Bléré Val de Cher, 10 362    , 476    
243800604,CA Porte de l'Isère (C.A.P.I), 44 592    , 2 990    
243800745,CC de l'Oisans, 22 391    , 791    
243800778,CC du Pays Roussillonnais, 22 843    , 1 430    
243800844,CC du Territoire de Beaurepaire, 7 158    , 392    
243800935,CC Lyon Saint-Éxupéry-en-Dauphiné, 10 516    , 459    
243800984,CA du Pays Voironnais, 43 485    , 2 509    
243801024,CC du Massif du Vercors, 12 866    , 467    
243801073,CC de Bièvre Est, 9 362    , 467    
243801255,CC des Collines du Nord Dauphiné, 9 713    , 532    
243900354,CC de la Station des Rousses-Haut Jura, 6 540    , 198    
243900412,CC Jura Sud, 3 917    , 198    
243900420,CC du Val d'Amour, 4 673    , 223    
243900479,CC du Haut-Jura (Arcade), 5 671    , 257    
243900560,CC Jura Nord, 5 450    , 198    
243900610,CC La Grandvallière, 3 018    , 158    
243900719,CC du Pays des Lacs, 4 212    , 223    
243901071,CC de la Région d'Orgelet, 3 245    , 173    
243901089,CC de la Plaine Jurassienne, 4 676    , 171    
244000543,CC de Mimizan, 10 646    , 349    
244000659,CC du Seignanx, 12 459    , 511    
244000675,CA du Grand Dax, 33 244    , 1 877    
244000691,CC du Pays Morcenais, 5 049    , 222    
244000766,CC du Pays Tarusate, 8 475    , 382    
244000774,CC du Pays de Villeneuve en Armagnac Landais, 3 138    , 156    
244000808,CA Mont-de-Marsan Agglomération, 26 894    , 1 755    
244000824,CC du Pays Grenadois, 3 675    , 166    
244000857,CC Côte Landes Nature, 9 635    , 332    
244000865,CC Maremne Adour Côte Sud, 55 241    , 1 994    
244000873,CC des Grands Lacs, 19 858    , 789    
244000881,CC Coteaux et Vallées des Luys, 3 773    , 213    
244100293,CC des Collines du Perche, 4 207    , 197    
244100780,CC de la Sologne des Étangs, 4 802    , 240    
244100798,CC du Grand Chambord, 10 392    , 404    
244100806,CC de la Sologne des Rivières, 7 413    , 318    
244200614,CC des Vals d'Aix et Isable, 3 572    , 164    
244200622,CC des Monts du Pilat, 8 494    , 326    
244200630,CC du Pays entre Loire et Rhône, 6 598    , 298    
244200770,Saint-Etienne Métropole, 205 814    , 11 290    
244200820,CC du Pays d'Urfé, 3 298    , 154    
244200895,CC du Pilat Rhodanien, 8 135    , 426    
244300307,CC du Pays de Montfaucon, 4 818    , 248    
244301016,CC des Sucs, 10 611    , 501    
244301032,CC Brioude Sud Auvergne, 10 788    , 604    
244301099,CC Auzon Communauté, 5 900    , 183    
244301107,CC du Haut-Lignon, 6 346    , 270    
244301123,CC des Pays de Cayres et de Pradelles, 4 826    , 152    
244301131,CC Loire et Semène, 9 614    , 399    
244400404,Nantes Métropole, 315 774    , 18 159    
244400438,CC de Grand Lieu, 15 112    , 860    
244400453,CC de la Région de Blain, 6 919    , 330    
244400503,CC d'Erdre et Gesvres, 23 606    , 1 275    
244400537,CC de Nozay, 6 733    , 339    
244400552,CC du Pays d'Ancenis, 28 807    , 1 598    
244400586,CC du Sud-Estuaire, 17 071    , 547    
244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique), 71 679    , 2 510    
244400644,CA de la Région Nazairienne et de l'Estuaire (Carene), 70 436    , 3 056    
244500203,CA Montargoise et Rives du Loing (A.M.E.), 31 100    , 1 673    
244500211,CC Giennoises, 13 264    , 684    
244500419,CC des Quatre Vallées, 9 063    , 361    
244500427,CC des Loges, 19 250    , 868    
244500468,Orléans Métropole, 138 515    , 7 823    
244500484,CC de la Forêt, 6 749    , 302    
244500542,CC de la Plaine du Nord Loiret, 3 219    , 136    
244600433,CC de la Vallée du Lot et du Vignoble, 10 140    , 462    
244600482,CC Quercy - Bouriane, 7 195    , 365    
244600532,CC du Pays de Lalbenque-Limogne, 5 572    , 194    
244600573,CC du Causse de Labastide-Murat, 3 158    , 103    
244700449,CC du Pays de Duras, 3 584    , 220    
244700464,CC du Pays de Lauzun, 6 329    , 263    
244701355,CC des Coteaux et Landes de Gascogne, 7 300    , 371    
244701405,CC Lot et Tolzac, 3 991    , 216    
244800405,CC Coeur de Lozère, 8 506    , 753    
244800470,CC du Gévaudan, 5 916    , 326    
244900015,CU Angers Loire Métropole, 147 001    , 7 895    
244900809,CC Anjou Bleu Communauté, 16 540    , 886    
244900882,CC Baugeois Vallée, 16 999    , 822    
245100615,CC de la Grande Vallée de la Marne, 7 232    , 628    
245100888,CC de la Brie Champenoise, 4 007    , 202    
245100979,CC du Sud Marnais, 3 095    , 163    
245200597,CC des Trois Forêts, 4 605    , 207    
245300223,CC du Pays de Meslay-Grez, 6 557    , 342    
245300306,CC du Pays de Loiron, 7 244    , 354    
245300330,CA de Laval, 47 045    , 3 022    
245300355,CC de l'Ernée, 10 253    , 493    
245300389,CC du Bocage Mayennais, 10 993    , 509    
245300447,CC du Pays de Château-Gontier, 14 186    , 811    
245400171,CC Moselle et Madon, 12 852    , 558    
245400189,CC des Pays du Sel et du Vermois, 13 400    , 484    
245400262,CA de Longwy, 29 166    , 1 031    
245400510,CC du Pays de Colombey et du Sud Toulois, 5 048    , 209    
245400601,CC du Bassin de Pompey, 18 168    , 796    
245400676,Métropole du Grand Nancy, 142 579    , 7 493    
245400759,CC du Pays du Sanon, 2 675    , 157    
245500327,CC du Sammiellois, 4 680    , 197    
245501176,CC du Territoire de Fresnes-en-Woëvre, 2 484    , 106    
245501184,CC du Pays de Revigny-sur-Ornain, 3 637    , 163    
245501242,CC du Pays d'Étain, 3 519    , 169    
245501259,CC du Pays de Montmédy, 3 711    , 137    
245600440,CC de Blavet Bellevue Océan, 8 977    , 318    
245600465,CC de Belle-Ile-en-Mer, 6 619    , 250    
245614383,CC Questembert Communauté, 12 073    , 565    
245614417,CC Roi Morvan Communauté, 16 401    , 628    
245614433,CC Pontivy Communauté, 24 236    , 1 402    
245700133,CC du District Urbain de Faulquemont (Duf), 11 064    , 570    
245700372,CA de Forbach Porte de France, 36 733    , 1 443    
245700398,CC de Freyming-Merlebach, 15 435    , 573    
245700695,CC de Cattenom et Environs, 11 316    , 282    
245700950,CC du Pays de Phalsbourg, 8 544    , 385    
245701164,CC du Warndt, 8 829    , 381    
245701206,CC du Saulnois, 13 920    , 794    
245701222,CA du Val de Fensch, 32 485    , 989    
245701271,CC du Pays Orne Moselle, 24 998    , 849    
245701354,CC de l'Arc Mosellan, 13 842    , 414    
245701362,CA Portes de France-Thionville, 39 058    , 2 113    
245701404,CC du Pays Haut Val d'Alzette, 13 891    , 352    
245801063,CC Loire et Allier, 3 480    , 177    
245804406,CA de Nevers, 39 099    , 2 018    
245804497,CC du Nivernais Bourbonnais, 3 230    , 130    
245900410,Métropole Européenne de Lille, 524 901    , 28 476    
245900428,CU de Dunkerque, 94 849    , 4 203    
245900758,CC Flandre Lys, 16 241    , 698    
245901038,CC du Pays Solesmois, 6 740    , 268    
245901061,CC de la Haute-Deûle, 9 715    , 322    
245901152,CC Coeur d'Ostrevent [C.C.C.O.], 30 218    , 861    
245901160,CA Valenciennes Métropole, 89 746    , 4 033    
246000129,CC du Liancourtois, 9 347    , 335    
246000376,CC du Clermontois, 16 337    , 678    
246000566,CC du Plateau Picard, 12 967    , 567    
246000582,CC des Sablons, 14 386    , 676    
246000707,CC du Vexin-Thelle, 8 548    , 439    
246000749,CC des Lisières de l'Oise, 7 317    , 325    
246000756,CC du Pays Noyonnais, 15 070    , 772    
246000764,CC de l'Aire Cantilienne, 21 654    , 1 263    
246000772,CC des Deux Vallées, 10 089    , 403    
246000848,CC de la Picardie Verte, 15 241    , 729    
246000855,CC du Pays des Sources, 9 709    , 430    
246000871,CC du Pays de Valois, 22 867    , 1 151    
246000897,CC de la Plaine d'Estrées, 7 262    , 404    
246000913,CC du Pays de Bray, 8 371    , 294    
246000921,CC des Pays d'Oise et d'Halatte, 14 677    , 569    
246100390,CC du Val d'Orne, 3 352    , 147    
246100663,CU d'Alençon, 28 974    , 1 810    
246200299,CA d'Hénin-Carvin, 53 589    , 2 162    
246200364,CA de Lens - Liévin, 107 426    , 3 960    
246200380,CC de la Terre des Deux Caps, 11 481    , 481    
246200729,CA du Boulonnais, 60 964    , 2 895    
246200844,CC de la Région d'Audruicq, 11 570    , 389    
246201016,CC du Pays de Lumbres, 9 860    , 416    
246201149,CA du Calaisis, 48 156    , 2 315    
246300701,Clermont Auvergne Métropole, 159 980    , 8 911    
246300966,CC du Massif du Sancy, 14 478    , 640    
246301097,CC Entre Dore et Allier, 8 436    , 327    
246400337,CC de la Vallée d'Ossau, 8 944    , 344    
246401756,CC Pays de Nay, 13 062    , 579    
246500482,CC de la Haute-Bigorre, 14 731    , 514    
246500573,CC Aure-Louron, 15 128    , 500    
246600282,CC Sud-Roussillon, 22 123    , 480    
246600373,CC du Vallespir, 12 627    , 556    
246600399,CC Pyrénées Cerdagne, 10 622    , 308    
246600415,CC Roussillon-Conflent, 9 755    , 414    
246600423,CC Agly Fenouillèdes, 4 840    , 177    
246600449,CC des Aspres, 10 538    , 416    
246600464,CC Pyrénées Catalanes, 18 628    , 422    
246600548,CC du Haut Vallespir, 10 746    , 247    
246700306,CC de la Vallée de la Bruche, 11 289    , 506    
246700488,Eurométropole de Strasbourg, 243 507    , 15 236    
246700744,CC des Portes de Rosheim, 8 568    , 487    
246700777,CC de la Vallée de Villé, 5 741    , 266    
246700843,CC de la Basse-Zorn, 7 339    , 533    
246700926,CC du Pays de Wissembourg, 8 019    , 453    
246700959,CC du Pays de la Zorn, 6 744    , 365    
246700967,CC de Sélestat, 17 744    , 1 301    
246701064,CC de la Région de Molsheim-Mutzig, 17 552    , 1 164    
246701080,CC du Pays de Sainte-Odile, 8 812    , 681    
246701098,CC du Pays de Niederbronn-les-Bains, 10 900    , 530    
246800205,CC de la Vallée de Saint-Amarin, 6 724    , 280    
246800395,CC du Val d'Argent, 5 330    , 237    
246800445,CC du Centre du Haut-Rhin, 6 390    , 316    
246800494,"CC du Pays de Rouffach, Vignobles et Châteaux", 6 454    , 453    
246800551,CC de la Vallée de Kaysersberg, 9 285    , 566    
246800569,CC de la Région de Guebwiller, 18 550    , 934    
246800577,CC du Pays de Ribeauvillé, 9 700    , 803    
246800585,CC de la Vallée de Munster, 9 709    , 451    
246800676,CC de la Vallée de la Doller et du Soultzbach, 7 449    , 428    
246800726,CA Colmar Agglomération, 54 657    , 3 756    
246900575,CC de l'Est Lyonnais (Ccel), 15 674    , 1 691    
246900625,CC du Pays de l'Arbresle (Ccpa), 16 081    , 962    
246900724,CC des Vallons du Lyonnais (Ccvl), 11 803    , 720    
246900740,CC du Pays Mornantais (Copamo), 11 588    , 694    
246900757,CC de la Vallée du Garon (Ccvg), 12 556    , 1 260    
246900765,CC du Pays de l'Ozon, 10 242    , 718    
247000011,CA de Vesoul, 17 282    , 1 292    
247000367,CC des Combes, 4 017    , 154    
247000623,CC des Quatre Rivières, 5 896    , 248    
247000664,CC du Pays de Lure, 9 659    , 514    
247000698,CC des Monts de Gy, 3 091    , 173    
247000706,CC du Pays Riolais, 5 480    , 254    
247000714,CC du Pays de Villersexel, 3 961    , 173    
247000722,CC du Pays d'Héricourt, 9 764    , 350    
247000755,CC du Pays de Luxeuil, 8 954    , 483    
247000821,CC Rahin et Cherimont, 5 823    , 178    
247000854,CC de la Haute Vallée de l'Ognon, 5 774    , 160    
247100290,CU Le Creusot Montceau-les-Mines, 51 736    , 2 140    
247100589,CA Le Grand Chalon, 58 818    , 3 513    
247100639,CC de Marcigny, 3 663    , 181    
247100647,CC Bresse Nord Intercom, 4 185    , 178    
247103765,CC Entre Saône et Grosne, 6 319    , 257    
247103864,CC du Canton de Semur-en-Brionnais, 3 124    , 124    
247104094,CC Sud Côte Chalonnaise, 6 602    , 352    
247200090,CC de Sablé-sur-Sarthe, 13 952    , 736    
247200132,CU Le Mans Métropole, 107 023    , 5 595    
247200348,CC du Pays Fléchois, 12 961    , 670    
247200421,CC du Sud Est du Pays Manceau, 7 168    , 307    
247200447,CC Orée de Bercé - Belinois, 8 414    , 324    
247200629,CC du Val de Sarthe, 13 142    , 498    
247200686,CC du Pays de l'huisne Sarthoise, 14 903    , 773    
247300015,CC des Vallées d'Aigueblanche, 7 686    , 231    
247300254,CC de Haute-Tarentaise, 31 921    , 1 261    
247300262,CC de Yenne, 3 740    , 174    
247300361,CC du Canton de la Chambre, 7 442    , 240    
247300452,CC Maurienne Galibier, 8 923    , 255    
247300528,CC Val Guiers, 6 045    , 340    
247300668,CC du Lac d'Aiguebelette (Ccla), 3 171    , 143    
247300676,CC Porte de Maurienne, 3 824    , 152    
247300817,CC Les Versants d'Aime, 18 957    , 581    
247400047,CC de la Vallée Verte, 4 726    , 135    
247400112,CC du Pays de Cruseilles, 6 610    , 307    
247400567,CC Fier et Usses, 6 131    , 337    
247400583,CC Arve et Salève, 8 799    , 314    
247400617,CC des Vallées de Thônes, 21 409    , 1 019    
247400666,CC des Quatre Rivières, 9 584    , 419    
247400682,CC du Haut-Chablais, 21 506    , 860    
247400690,CC du Genevois, 21 343    , 841    
247400724,CC du Pays Rochois, 11 995    , 700    
247400740,CC Rumilly Terre de Savoie, 13 167    , 621    
247400773,CC des Sources du Lac d'Annecy, 8 227    , 357    
247600497,CC du Canton de Criquetot-l'Esneval, 7 815    , 361    
247600505,CC Campagne-De-Caux, 6 261    , 293    
247600539,CC Caux Estuaire, 7 158    , 561    
247600588,CC des Villes Soeurs, 24 833    , 954    
247600596,CA Havraise (Co.D.A.H.), 118 468    , 5 437    
247600604,CC de Londinières, 2 744    , 148    
247600620,CC de la Région d'Yvetot, 12 076    , 752    
247600646,CC Caux - Austreberthe, 11 138    , 595    
247600729,CC Falaises du Talou, 10 625    , 461    
247600786,CA de la Région Dieppoise, 27 867    , 1 485    
247700032,CC Moret Seine et Loing, 18 500    , 717    
247700057,CA Melun Val de Seine, 56 741    , 3 119    
247700065,CC du Pays de l'Ourcq, 7 219    , 334    
247700107,CC Pays de Montereau, 18 238    , 924    
247700339,CA Val d'Europe Agglomération, 15 582    , 1 110    
247700438,CC Pays Créçois, 15 094    , 689    
247700594,CA Marne et Gondoire, 43 639    , 2 539    
247700644,CC l'Orée de la Brie, 10 971    , 872    
247700701,CC Brie Nangissienne, 11 160    , 563    
247800550,CC du Pays Houdanais (C.C.P.H.), 13 167    , 767    
247800584,CA Versailles Grand Parc (C.A.V.G.P.), 121 892    , 7 270    
247800618,CC Coeur d'Yvelines, 20 527    , 1 166    
247900798,CC du Thouarsais, 19 145    , 934    
248000499,CC du Val de Somme, 11 532    , 472    
248000531,CA Amiens Métropole, 91 048    , 4 808    
248000747,CC du Pays du Coquelicot, 13 843    , 715    
248100158,CC du Sor et de l'Agout, 10 622    , 524    
248100430,CA de Castres Mazamet, 41 981    , 2 476    
248100497,CC Val 81, 3 071    , 135    
248100737,CA de l'Albigeois (C2a), 43 641    , 2 726    
248100745,CC Thoré Montagne Noire, 3 355    , 163    
248200016,CC des Deux Rives, 9 798    , 492    
248200057,CC du Quercy Caussadais, 11 017    , 529    
248200065,CC de la Lomagne Tarn-et-Garonnaise, 5 149    , 317    
248200099,CA Grand Montauban, 37 140    , 2 777    
248200107,CC du Quercy Rouergue et des Gorges de l'Aveyron, 6 507    , 216    
248300394,CA Sud Sainte-Baume, 50 512    , 2 051    
248300410,CC de la Vallée du Gapeau, 13 623    , 842    
248300493,CA Dracénoise, 60 816    , 2 981    
248300543,Métropole Toulon-Provence-Méditerranée, 248 140    , 11 738    
248300550,CC Coeur du Var, 21 236    , 930    
248400053,CA Ventoux-Comtat-Venaissin (Cove), 37 035    , 2 160    
248400160,CC Aygues-Ouvèze en Provence (Ccaop), 8 745    , 548    
248400236,CC du Pays Réuni d'Orange, 21 339    , 1 553    
248400251,CA du Grand Avignon (Coga), 98 578    , 6 924    
248400285,CC Territoriale Sud-Luberon, 12 837    , 547    
248400293,CC des Sorgues du Comtat, 22 442    , 1 437    
248400319,CC du Pays des Sorgues et des Monts de Vaucluse, 17 246    , 1 021    
248400335,CC Vaison Ventoux, 11 237    , 761    
248500191,CC de l'Ile de Noirmoutier, 15 101    , 431    
248500258,CC Océan Marais de Monts, 22 844    , 651    
248500340,CC Pays de Chantonnay, 10 284    , 563    
248500415,CC du Pays de la Châtaigneraie, 7 884    , 419    
248500464,CC du Pays de Pouzauges, 10 751    , 540    
248500530,CC du Pays des Achards, 8 225    , 401    
248500563,"CC Vendée, Sèvre, Autise", 8 288    , 326    
248500589,CA La Roche-sur-Yon Agglomération, 45 881    , 2 965    
248500621,CC du Pays des Herbiers, 12 757    , 909    
248500662,CC du Pays de Mortagne, 11 646    , 638    
248600413,CA Grand Châtellerault, 45 390    , 1 971    
248600447,CC du Pays Loudunais, 13 425    , 680    
248700189,CC du Pays de Saint-Yrieix, 7 619    , 389    
248719262,CC Gartempe - Saint-Pardoux, 3 826    , 115    
248719288,CC du Val de Vienne, 7 412    , 251    
248719312,CA Limoges Métropole, 115 053    , 5 771    
248719338,CC Briance Combade, 3 769    , 133    
248719353,CC des Portes de Vassivière, 5 043    , 179    
248719361,CC de Noblat, 6 648    , 273    
248900334,CA du Grand Sénonais, 30 657    , 1 728    
248900383,CC de l'Agglomération Migennoise, 7 621    , 297    
248900524,CC de l'Aillantais, 5 873    , 197    
248900664,CC de la Vanne et du Pays d'Othe, 5 230    , 189    
248900748,CC du Gâtinais en Bourgogne, 9 380    , 293    
248900896,CC Yonne Nord, 12 222    , 412    
248900938,CC du Jovinien, 11 885    , 533    
249000241,CC du Sud Territoire, 11 142    , 399    
249100074,CC du Pays de Limours (Ccpl), 10 701    , 572    
249100157,CC des Deux Vallées, 9 181    , 494    
249100546,CC du Val d'Essonne (Ccve), 24 335    , 1 098    
249100553,CC Entre Juine et Renarde (Ccejr), 11 678    , 465    
249100595,CC Le Dourdannais en Hurepoix (Ccdh), 11 755    , 581    
249500109,CA de Cergy-Pontoise, 81 428    , 4 772    
249500430,CC Sausseron Impressionnistes, 8 257    , 502    
249500455,CC de la Vallée de l'Oise et des Trois Forêts, 16 045    , 855    
249500489,CC du Haut Val d'Oise, 15 002    , 666    
249500513,CC du Vexin-Val de Seine, 7 729    , 431    
249710047,CC de Marie-Galante, 7 975    , 270    
249710062,CA du Nord Basse-Terre, 40 042    , 1 230    
249710070,CA Grand Sud Caraïbe, 44 331    , 1 813    
249720053,CA de l'Espace Sud de la Martinique, 67 088    , 2 745    
249720061,CA du Centre de la Martinique, 85 576    , 5 801    
249730037,CC de l'Ouest Guyanais, 19 681    , 485    
249730045,CA du Centre Littoral, 49 565    , 3 278    
249730052,CC de l'Est Guyanais, 2 041    , 70    
249740077,CA Civis (Communauté Intercommunale des Villes Solidaires), 72 162    , 4 478    
249740085,CA du Sud, 53 133    , 2 075    
249740093,CA Intercommunale de la Réunion Est (Cirest), 48 929    , 2 416    
249740101,CA Territoire de la Côte Ouest (Tco), 84 030    , 5 349    
249740119,CA Intercommunale du Nord de la Réunion (Cinor), 90 527    , 5 566    
