Réseaux en fibre optique jusqu'à l'abonné (FttH),,,,
200066140,Locaux Raccordables,0,0,0
200066140,Catégorie,0,0,0
200066157,Locaux Raccordables,0,0,0
200066157,Catégorie,0,0,0
200066165,Locaux Raccordables,0,0,0
200066165,Catégorie,0,0,0
200066173,Locaux Raccordables,0,0,0
200066173,Catégorie,0,0,0
200066223,Locaux Raccordables,0,0,0
200066223,Catégorie,0,0,0
200066231,Locaux Raccordables,3171,3392,3865
200066231,Catégorie,10,10,10
200066280,Locaux Raccordables,1313,1828,2077
200066280,Catégorie,5,10,10
200066322,Locaux Raccordables,0,0,0
200066322,Catégorie,0,0,0
200066330,Locaux Raccordables,0,0,0
200066330,Catégorie,0,0,0
200066348,Locaux Raccordables,0,0,0
200066348,Catégorie,0,0,0
200066355,Locaux Raccordables,950,1119,3294
200066355,Catégorie,5,5,5
200066363,Locaux Raccordables,0,0,0
200066363,Catégorie,0,0,0
200066371,Locaux Raccordables,0,0,0
200066371,Catégorie,0,0,0
200066389,Locaux Raccordables,4937,4937,5274
200066389,Catégorie,10,10,10
200066405,Locaux Raccordables,0,0,0
200066405,Catégorie,0,0,0
200066413,Locaux Raccordables,0,0,0
200066413,Catégorie,0,0,0
200066462,Locaux Raccordables,0,0,0
200066462,Catégorie,0,0,0
200066512,Locaux Raccordables,0,0,0
200066512,Catégorie,0,0,0
200066520,Locaux Raccordables,0,0,0
200066520,Catégorie,0,0,0
200066553,Locaux Raccordables,0,0,0
200066553,Catégorie,0,0,0
200066561,Locaux Raccordables,0,0,0
200066561,Catégorie,0,0,0
200066587,Locaux Raccordables,333,1294,2131
200066587,Catégorie,5,5,10
200066603,Locaux Raccordables,0,0,0
200066603,Catégorie,0,0,0
200066637,Locaux Raccordables,2482,2484,2486
200066637,Catégorie,10,10,10
200066645,Locaux Raccordables,0,0,0
200066645,Catégorie,0,0,0
200066652,Locaux Raccordables,220,293,293
200066652,Catégorie,5,5,5
200066660,Locaux Raccordables,312,473,856
200066660,Catégorie,5,5,5
200066678,Locaux Raccordables,1873,1877,1886
200066678,Catégorie,10,10,10
200066710,Locaux Raccordables,0,0,0
200066710,Catégorie,0,0,0
200066728,Locaux Raccordables,5945,6031,6042
200066728,Catégorie,50,50,50
200066744,Locaux Raccordables,0,0,0
200066744,Catégorie,0,0,0
200066751,Locaux Raccordables,0,0,0
200066751,Catégorie,0,0,0
200066769,Locaux Raccordables,0,0,0
200066769,Catégorie,0,0,0
200066777,Locaux Raccordables,0,0,0
200066777,Catégorie,0,0,0
200066785,Locaux Raccordables,994,1012,1014
200066785,Catégorie,5,5,5
200066793,Locaux Raccordables,32978,34152,36562
200066793,Catégorie,25,25,25
200066801,Locaux Raccordables,0,0,0
200066801,Catégorie,0,0,0
200066819,Locaux Raccordables,0,0,0
200066819,Catégorie,0,0,0
200066827,Locaux Raccordables,68,70,91
200066827,Catégorie,5,5,5
200066835,Locaux Raccordables,0,0,0
200066835,Catégorie,0,0,0
200066850,Locaux Raccordables,0,0,0
200066850,Catégorie,0,0,0
200066868,Locaux Raccordables,0,0,0
200066868,Catégorie,0,0,0
200066876,Locaux Raccordables,13642,14498,15714
200066876,Catégorie,25,25,25
200066884,Locaux Raccordables,0,0,0
200066884,Catégorie,0,0,0
200066892,Locaux Raccordables,0,0,0
200066892,Catégorie,0,0,0
200066918,Locaux Raccordables,1589,2350,2727
200066918,Catégorie,5,5,5
200066926,Locaux Raccordables,5087,5625,6103
200066926,Catégorie,10,10,25
200066975,Locaux Raccordables,7974,9177,9403
200066975,Catégorie,50,50,50
200067023,Locaux Raccordables,0,0,0
200067023,Catégorie,0,0,0
200067031,Locaux Raccordables,0,0,866
200067031,Catégorie,0,0,5
200067049,Locaux Raccordables,0,0,0
200067049,Catégorie,0,0,0
200067064,Locaux Raccordables,0,0,0
200067064,Catégorie,0,0,0
200067072,Locaux Raccordables,0,0,0
200067072,Catégorie,0,0,0
200067080,Locaux Raccordables,0,0,0
200067080,Catégorie,0,0,0
200067106,Locaux Raccordables,53078,59110,64816
200067106,Catégorie,25,25,25
200067114,Locaux Raccordables,7823,9939,10755
200067114,Catégorie,10,25,25
200067122,Locaux Raccordables,0,0,0
200067122,Catégorie,0,0,0
200067130,Locaux Raccordables,0,0,0
200067130,Catégorie,0,0,0
200067155,Locaux Raccordables,0,0,0
200067155,Catégorie,0,0,0
200067163,Locaux Raccordables,0,0,0
200067163,Catégorie,0,0,0
200067171,Locaux Raccordables,0,0,0
200067171,Catégorie,0,0,0
200067189,Locaux Raccordables,0,0,0
200067189,Catégorie,0,0,0
200067197,Locaux Raccordables,0,0,0
200067197,Catégorie,0,0,0
200067205,Locaux Raccordables,20075,22342,25504
200067205,Catégorie,10,10,10
200067213,Locaux Raccordables,49581,52537,54533
200067213,Catégorie,25,25,25
200067221,Locaux Raccordables,2297,2920,3296
200067221,Catégorie,10,10,10
200067239,Locaux Raccordables,0,0,0
200067239,Catégorie,0,0,0
200067247,Locaux Raccordables,0,0,0
200067247,Catégorie,0,0,0
200067254,Locaux Raccordables,61928,62389,62907
200067254,Catégorie,50,50,50
200067262,Locaux Raccordables,0,0,0
200067262,Catégorie,0,0,0
200067288,Locaux Raccordables,0,0,0
200067288,Catégorie,0,0,0
200067296,Locaux Raccordables,0,0,0
200067296,Catégorie,0,0,0
200067304,Locaux Raccordables,0,0,0
200067304,Catégorie,0,0,0
200067320,Locaux Raccordables,0,0,0
200067320,Catégorie,0,0,0
200067346,Locaux Raccordables,0,0,276
200067346,Catégorie,0,0,5
200067361,Locaux Raccordables,0,0,0
200067361,Catégorie,0,0,0
200067379,Locaux Raccordables,0,0,0
200067379,Catégorie,0,0,0
200067429,Locaux Raccordables,0,0,0
200067429,Catégorie,0,0,0
200067437,Locaux Raccordables,1914,2242,2676
200067437,Catégorie,5,5,5
200067445,Locaux Raccordables,0,0,0
200067445,Catégorie,0,0,0
200067452,Locaux Raccordables,0,0,0
200067452,Catégorie,0,0,0
200067460,Locaux Raccordables,691,898,1026
200067460,Catégorie,5,5,5
200067478,Locaux Raccordables,0,0,0
200067478,Catégorie,0,0,0
200067486,Locaux Raccordables,0,0,0
200067486,Catégorie,0,0,0
200067502,Locaux Raccordables,1752,2176,2236
200067502,Catégorie,5,5,5
200067510,Locaux Raccordables,0,0,0
200067510,Catégorie,0,0,0
200067544,Locaux Raccordables,0,0,0
200067544,Catégorie,0,0,0
200067551,Locaux Raccordables,120,472,1541
200067551,Catégorie,5,5,5
200067593,Locaux Raccordables,0,0,0
200067593,Catégorie,0,0,0
200067627,Locaux Raccordables,0,0,0
200067627,Catégorie,0,0,0
200067635,Locaux Raccordables,1,52,245
200067635,Catégorie,5,5,5
200067643,Locaux Raccordables,0,0,0
200067643,Catégorie,0,0,0
200067650,Locaux Raccordables,1860,1860,1860
200067650,Catégorie,10,10,10
200067668,Locaux Raccordables,0,0,0
200067668,Catégorie,0,0,0
200067676,Locaux Raccordables,0,0,0
200067676,Catégorie,0,0,0
200067684,Locaux Raccordables,7392,7925,8129
200067684,Catégorie,25,25,25
200067692,Locaux Raccordables,0,0,0
200067692,Catégorie,0,0,0
200067700,Locaux Raccordables,0,0,0
200067700,Catégorie,0,0,0
200067742,Locaux Raccordables,0,0,0
200067742,Catégorie,0,0,0
200067759,Locaux Raccordables,0,0,0
200067759,Catégorie,0,0,0
200067767,Locaux Raccordables,0,0,0
200067767,Catégorie,0,0,0
200067783,Locaux Raccordables,0,0,519
200067783,Catégorie,0,0,5
200067791,Locaux Raccordables,633,786,1164
200067791,Catégorie,5,5,5
200067817,Locaux Raccordables,1388,1491,1708
200067817,Catégorie,5,5,5
200067825,Locaux Raccordables,10876,11088,11414
200067825,Catégorie,25,25,25
200067841,Locaux Raccordables,0,312,1262
200067841,Catégorie,0,5,10
200067866,Locaux Raccordables,0,0,77
200067866,Catégorie,0,0,5
200067874,Locaux Raccordables,4086,4852,6418
200067874,Catégorie,5,10,10
200067882,Locaux Raccordables,0,0,0
200067882,Catégorie,0,0,0
200067890,Locaux Raccordables,1070,1087,1099
200067890,Catégorie,5,5,5
200067908,Locaux Raccordables,0,0,0
200067908,Catégorie,0,0,0
200067916,Locaux Raccordables,0,0,0
200067916,Catégorie,0,0,0
200067924,Locaux Raccordables,1835,1839,1861
200067924,Catégorie,5,5,5
200067932,Locaux Raccordables,33618,33874,33948
200067932,Catégorie,25,25,25
200067940,Locaux Raccordables,0,0,0
200067940,Catégorie,0,0,0
200067957,Locaux Raccordables,0,2063,2123
200067957,Catégorie,0,25,25
200067965,Locaux Raccordables,5667,7075,7918
200067965,Catégorie,10,10,10
200067973,Locaux Raccordables,23479,24516,24625
200067973,Catégorie,80,80,80
200067981,Locaux Raccordables,3908,5212,6348
200067981,Catégorie,5,10,10
200067999,Locaux Raccordables,13548,18261,20454
200067999,Catégorie,25,25,25
200068005,Locaux Raccordables,1762,2845,2864
200068005,Catégorie,10,25,25
200068047,Locaux Raccordables,8103,10751,12050
200068047,Catégorie,10,25,25
200068070,Locaux Raccordables,0,0,0
200068070,Catégorie,0,0,0
200068088,Locaux Raccordables,0,0,0
200068088,Catégorie,0,0,0
200068096,Locaux Raccordables,0,0,0
200068096,Catégorie,0,0,0
200068104,Locaux Raccordables,0,0,0
200068104,Catégorie,0,0,0
200068112,Locaux Raccordables,0,0,1140
200068112,Catégorie,0,0,5
200068120,Locaux Raccordables,16257,16867,17166
200068120,Catégorie,25,25,25
200068146,Locaux Raccordables,2525,2526,2536
200068146,Catégorie,5,5,5
200068229,Locaux Raccordables,0,0,0
200068229,Catégorie,0,0,0
200068278,Locaux Raccordables,1547,1537,1931
200068278,Catégorie,10,10,10
200068294,Locaux Raccordables,1454,1498,1498
200068294,Catégorie,10,10,10
200068369,Locaux Raccordables,0,0,0
200068369,Catégorie,0,0,0
200068377,Locaux Raccordables,0,0,0
200068377,Catégorie,0,0,0
200068435,Locaux Raccordables,0,0,0
200068435,Catégorie,0,0,0
200068443,Locaux Raccordables,0,0,0
200068443,Catégorie,0,0,0
200068450,Locaux Raccordables,0,0,0
200068450,Catégorie,0,0,0
200068468,Locaux Raccordables,0,0,0
200068468,Catégorie,0,0,0
200068484,Locaux Raccordables,0,0,0
200068484,Catégorie,0,0,0
200068500,Locaux Raccordables,375,858,1386
200068500,Catégorie,5,5,5
200068534,Locaux Raccordables,0,0,0
200068534,Catégorie,0,0,0
200068542,Locaux Raccordables,0,0,0
200068542,Catégorie,0,0,0
200068559,Locaux Raccordables,0,0,0
200068559,Catégorie,0,0,0
200068567,Locaux Raccordables,0,0,0
200068567,Catégorie,0,0,0
200068625,Locaux Raccordables,0,0,0
200068625,Catégorie,0,0,0
200068641,Locaux Raccordables,2200,3486,4500
200068641,Catégorie,5,5,5
200068658,Locaux Raccordables,5372,5374,5374
200068658,Catégorie,10,10,10
200068666,Locaux Raccordables,0,0,0
200068666,Catégorie,0,0,0
200068674,Locaux Raccordables,2050,2476,3284
200068674,Catégorie,5,5,5
200068682,Locaux Raccordables,0,0,0
200068682,Catégorie,0,0,0
200068757,Locaux Raccordables,843,926,1729
200068757,Catégorie,5,5,5
200068765,Locaux Raccordables,0,0,0
200068765,Catégorie,0,0,0
200068773,Locaux Raccordables,0,0,0
200068773,Catégorie,0,0,0
200068781,Locaux Raccordables,25403,28261,30490
200068781,Catégorie,10,10,25
200068799,Locaux Raccordables,5702,5417,6000
200068799,Catégorie,10,10,10
200068807,Locaux Raccordables,0,0,0
200068807,Catégorie,0,0,0
200068815,Locaux Raccordables,0,0,0
200068815,Catégorie,0,0,0
200068831,Locaux Raccordables,0,0,0
200068831,Catégorie,0,0,0
200068856,Locaux Raccordables,0,0,0
200068856,Catégorie,0,0,0
200068864,Locaux Raccordables,0,0,0
200068864,Catégorie,0,0,0
200068872,Locaux Raccordables,0,0,0
200068872,Catégorie,0,0,0
200068880,Locaux Raccordables,0,0,0
200068880,Catégorie,0,0,0
200068914,Locaux Raccordables,0,0,0
200068914,Catégorie,0,0,0
200068922,Locaux Raccordables,0,0,0
200068922,Catégorie,0,0,0
200068930,Locaux Raccordables,0,0,0
200068930,Catégorie,0,0,0
200068948,Locaux Raccordables,0,0,0
200068948,Catégorie,0,0,0
200068955,Locaux Raccordables,0,0,0
200068955,Catégorie,0,0,0
200068963,Locaux Raccordables,6,24,576
200068963,Catégorie,5,5,5
200068989,Locaux Raccordables,263,263,264
200068989,Catégorie,5,5,5
200068997,Locaux Raccordables,2961,3276,3681
200068997,Catégorie,5,5,5
200069003,Locaux Raccordables,0,0,0
200069003,Catégorie,0,0,0
200069029,Locaux Raccordables,47,88,222
200069029,Catégorie,5,5,5
200069037,Locaux Raccordables,272,2504,5973
200069037,Catégorie,5,5,10
200069052,Locaux Raccordables,9120,9902,12080
200069052,Catégorie,10,10,10
200069060,Locaux Raccordables,0,0,0
200069060,Catégorie,0,0,0
200069086,Locaux Raccordables,0,2,3
200069086,Catégorie,0,5,5
200069094,Locaux Raccordables,0,0,0
200069094,Catégorie,0,0,0
200069102,Locaux Raccordables,0,0,0
200069102,Catégorie,0,0,0
200069110,Locaux Raccordables,23099,25084,26372
200069110,Catégorie,25,25,25
200069128,Locaux Raccordables,0,0,0
200069128,Catégorie,0,0,0
200069136,Locaux Raccordables,0,0,0
200069136,Catégorie,0,0,0
200069144,Locaux Raccordables,889,889,891
200069144,Catégorie,10,10,10
200069151,Locaux Raccordables,0,0,0
200069151,Catégorie,0,0,0
200069169,Locaux Raccordables,0,0,0
200069169,Catégorie,0,0,0
200069177,Locaux Raccordables,11757,12369,12938
200069177,Catégorie,50,50,50
200069185,Locaux Raccordables,0,0,0
200069185,Catégorie,0,0,0
200069193,Locaux Raccordables,3219,3883,3651
200069193,Catégorie,10,10,10
200069227,Locaux Raccordables,0,0,0
200069227,Catégorie,0,0,0
200069235,Locaux Raccordables,0,0,0
200069235,Catégorie,0,0,0
200069250,Locaux Raccordables,13921,15915,16888
200069250,Catégorie,10,10,10
200069268,Locaux Raccordables,0,0,0
200069268,Catégorie,0,0,0
200069300,Locaux Raccordables,11383,14527,16450
200069300,Catégorie,10,10,10
200069383,Locaux Raccordables,0,0,0
200069383,Catégorie,0,0,0
200069391,Locaux Raccordables,4445,5221,6564
200069391,Catégorie,10,10,10
200069409,Locaux Raccordables,12537,14536,18879
200069409,Catégorie,10,10,10
200069417,Locaux Raccordables,0,0,0
200069417,Catégorie,0,0,0
200069425,Locaux Raccordables,6484,10050,10105
200069425,Catégorie,10,10,10
200069433,Locaux Raccordables,0,0,0
200069433,Catégorie,0,0,0
200069441,Locaux Raccordables,17712,17712,17712
200069441,Catégorie,80,80,80
200069458,Locaux Raccordables,0,0,0
200069458,Catégorie,0,0,0
200069482,Locaux Raccordables,0,0,0
200069482,Catégorie,0,0,0
200069516,Locaux Raccordables,1517,1447,1455
200069516,Catégorie,10,10,10
200069524,Locaux Raccordables,0,0,0
200069524,Catégorie,0,0,0
200069532,Locaux Raccordables,10489,10491,10494
200069532,Catégorie,25,25,25
200069540,Locaux Raccordables,0,0,0
200069540,Catégorie,0,0,0
200069565,Locaux Raccordables,0,0,0
200069565,Catégorie,0,0,0
200069581,Locaux Raccordables,0,0,0
200069581,Catégorie,0,0,0
200069599,Locaux Raccordables,0,0,0
200069599,Catégorie,0,0,0
200069615,Locaux Raccordables,0,0,0
200069615,Catégorie,0,0,0
200069623,Locaux Raccordables,0,0,0
200069623,Catégorie,0,0,0
200069631,Locaux Raccordables,0,0,0
200069631,Catégorie,0,0,0
200069649,Locaux Raccordables,0,0,0
200069649,Catégorie,0,0,0
200069656,Locaux Raccordables,0,0,0
200069656,Catégorie,0,0,0
200069664,Locaux Raccordables,0,0,0
200069664,Catégorie,0,0,0
200069672,Locaux Raccordables,0,0,0
200069672,Catégorie,0,0,0
200069698,Locaux Raccordables,0,0,0
200069698,Catégorie,0,0,0
200069722,Locaux Raccordables,0,0,0
200069722,Catégorie,0,0,0
200069730,Locaux Raccordables,0,0,0
200069730,Catégorie,0,0,0
200069748,Locaux Raccordables,0,0,0
200069748,Catégorie,0,0,0
200069755,Locaux Raccordables,0,0,0
200069755,Catégorie,0,0,0
200069763,Locaux Raccordables,0,0,0
200069763,Catégorie,0,0,0
200069821,Locaux Raccordables,60,186,771
200069821,Catégorie,5,5,5
200069839,Locaux Raccordables,0,0,0
200069839,Catégorie,0,0,0
200069847,Locaux Raccordables,0,0,0
200069847,Catégorie,0,0,0
200069854,Locaux Raccordables,29910,33228,35270
200069854,Catégorie,25,25,25
200069912,Locaux Raccordables,0,0,0
200069912,Catégorie,0,0,0
200069953,Locaux Raccordables,11752,13045,13442
200069953,Catégorie,50,50,50
200069961,Locaux Raccordables,5789,7348,7328
200069961,Catégorie,10,25,25
200069995,Locaux Raccordables,0,0,0
200069995,Catégorie,0,0,0
200070035,Locaux Raccordables,0,0,0
200070035,Catégorie,0,0,0
200070043,Locaux Raccordables,0,0,0
200070043,Catégorie,0,0,0
200070068,Locaux Raccordables,0,0,0
200070068,Catégorie,0,0,0
200070092,Locaux Raccordables,382,828,1339
200070092,Catégorie,5,5,5
200070100,Locaux Raccordables,0,0,0
200070100,Catégorie,0,0,0
200070118,Locaux Raccordables,2074,2100,2580
200070118,Catégorie,10,10,25
200070126,Locaux Raccordables,0,0,0
200070126,Catégorie,0,0,0
200070142,Locaux Raccordables,0,0,0
200070142,Catégorie,0,0,0
200070159,Locaux Raccordables,0,1346,1693
200070159,Catégorie,0,10,10
200070167,Locaux Raccordables,0,0,0
200070167,Catégorie,0,0,0
200070183,Locaux Raccordables,0,0,0
200070183,Catégorie,0,0,0
200070233,Locaux Raccordables,0,0,0
200070233,Catégorie,0,0,0
200070282,Locaux Raccordables,0,0,0
200070282,Catégorie,0,0,0
200070290,Locaux Raccordables,0,0,0
200070290,Catégorie,0,0,0
200070308,Locaux Raccordables,2828,3618,3999
200070308,Catégorie,5,5,5
200070316,Locaux Raccordables,0,0,0
200070316,Catégorie,0,0,0
200070324,Locaux Raccordables,1417,1423,1465
200070324,Catégorie,5,5,5
200070332,Locaux Raccordables,0,0,0
200070332,Catégorie,0,0,0
200070340,Locaux Raccordables,0,0,0
200070340,Catégorie,0,0,0
200070365,Locaux Raccordables,0,0,0
200070365,Catégorie,0,0,0
200070373,Locaux Raccordables,1040,1040,1042
200070373,Catégorie,5,5,5
200070407,Locaux Raccordables,11942,12007,12166
200070407,Catégorie,25,25,25
200070431,Locaux Raccordables,0,0,0
200070431,Catégorie,0,0,0
200070449,Locaux Raccordables,0,0,0
200070449,Catégorie,0,0,0
200070464,Locaux Raccordables,0,0,0
200070464,Catégorie,0,0,0
200070506,Locaux Raccordables,0,0,0
200070506,Catégorie,0,0,0
200070514,Locaux Raccordables,2601,3278,3779
200070514,Catégorie,5,5,5
200070530,Locaux Raccordables,83,221,799
200070530,Catégorie,5,5,5
200070548,Locaux Raccordables,0,0,0
200070548,Catégorie,0,0,0
200070555,Locaux Raccordables,5149,5244,5250
200070555,Catégorie,50,50,50
200070563,Locaux Raccordables,0,0,0
200070563,Catégorie,0,0,0
200070571,Locaux Raccordables,5206,5296,5301
200070571,Catégorie,50,50,50
200070589,Locaux Raccordables,0,0,0
200070589,Catégorie,0,0,0
200070647,Locaux Raccordables,1686,2262,2395
200070647,Catégorie,5,5,5
200070662,Locaux Raccordables,0,0,0
200070662,Catégorie,0,0,0
200070670,Locaux Raccordables,266,934,1290
200070670,Catégorie,5,5,5
200070688,Locaux Raccordables,580,1394,1887
200070688,Catégorie,5,10,10
200070712,Locaux Raccordables,6519,6716,7939
200070712,Catégorie,25,25,25
200070720,Locaux Raccordables,0,0,0
200070720,Catégorie,0,0,0
200070738,Locaux Raccordables,0,0,0
200070738,Catégorie,0,0,0
200070746,Locaux Raccordables,1265,1862,2181
200070746,Catégorie,5,5,5
200070753,Locaux Raccordables,8602,10223,10951
200070753,Catégorie,25,25,25
200070761,Locaux Raccordables,3450,3450,3507
200070761,Catégorie,10,10,10
200070779,Locaux Raccordables,1288,1330,1666
200070779,Catégorie,5,5,5
200070787,Locaux Raccordables,0,0,0
200070787,Catégorie,0,0,0
200070795,Locaux Raccordables,0,0,0
200070795,Catégorie,0,0,0
200070803,Locaux Raccordables,0,0,0
200070803,Catégorie,0,0,0
200070811,Locaux Raccordables,0,0,0
200070811,Catégorie,0,0,0
200070829,Locaux Raccordables,0,0,0
200070829,Catégorie,0,0,0
200070845,Locaux Raccordables,0,0,0
200070845,Catégorie,0,0,0
200070852,Locaux Raccordables,1085,1126,1120
200070852,Catégorie,10,10,10
200070894,Locaux Raccordables,0,0,0
200070894,Catégorie,0,0,0
200070902,Locaux Raccordables,0,0,0
200070902,Catégorie,0,0,0
200070910,Locaux Raccordables,0,0,0
200070910,Catégorie,0,0,0
200070928,Locaux Raccordables,0,0,0
200070928,Catégorie,0,0,0
200070936,Locaux Raccordables,0,0,50
200070936,Catégorie,0,0,5
200070944,Locaux Raccordables,7231,7254,7398
200070944,Catégorie,50,50,50
200070951,Locaux Raccordables,843,844,849
200070951,Catégorie,5,5,5
200070969,Locaux Raccordables,0,0,0
200070969,Catégorie,0,0,0
200070977,Locaux Raccordables,0,0,0
200070977,Catégorie,0,0,0
200070985,Locaux Raccordables,0,0,0
200070985,Catégorie,0,0,0
200070993,Locaux Raccordables,3674,3943,4231
200070993,Catégorie,10,10,10
200071017,Locaux Raccordables,0,0,0
200071017,Catégorie,0,0,0
200071025,Locaux Raccordables,0,0,0
200071025,Catégorie,0,0,0
200071033,Locaux Raccordables,0,0,0
200071033,Catégorie,0,0,0
200071041,Locaux Raccordables,0,0,0
200071041,Catégorie,0,0,0
200071058,Locaux Raccordables,0,0,0
200071058,Catégorie,0,0,0
200071066,Locaux Raccordables,4520,4525,4559
200071066,Catégorie,5,5,5
200071074,Locaux Raccordables,0,0,0
200071074,Catégorie,0,0,0
200071082,Locaux Raccordables,8028,8868,9292
200071082,Catégorie,10,10,10
200071116,Locaux Raccordables,897,1555,1774
200071116,Catégorie,5,5,5
200071140,Locaux Raccordables,6419,6639,6963
200071140,Catégorie,10,10,10
200071157,Locaux Raccordables,0,0,0
200071157,Catégorie,0,0,0
200071165,Locaux Raccordables,3657,7797,9235
200071165,Catégorie,5,10,10
200071173,Locaux Raccordables,0,0,0
200071173,Catégorie,0,0,0
200071181,Locaux Raccordables,0,0,0
200071181,Catégorie,0,0,0
200071199,Locaux Raccordables,0,0,0
200071199,Catégorie,0,0,0
200071207,Locaux Raccordables,0,0,0
200071207,Catégorie,0,0,0
200071215,Locaux Raccordables,0,0,0
200071215,Catégorie,0,0,0
200071223,Locaux Raccordables,1117,1738,3558
200071223,Catégorie,5,10,25
200071298,Locaux Raccordables,0,0,0
200071298,Catégorie,0,0,0
200071314,Locaux Raccordables,0,0,0
200071314,Catégorie,0,0,0
200071363,Locaux Raccordables,4510,6263,8896
200071363,Catégorie,5,10,10
200071371,Locaux Raccordables,4311,4318,4317
200071371,Catégorie,25,25,25
200071389,Locaux Raccordables,4191,4192,4199
200071389,Catégorie,10,10,10
200071405,Locaux Raccordables,0,0,0
200071405,Catégorie,0,0,0
200071413,Locaux Raccordables,768,1203,1559
200071413,Catégorie,5,5,5
200071454,Locaux Raccordables,6582,8114,11165
200071454,Catégorie,10,10,10
